student_id,age,gender,study_hours_per_day,social_media_hours,netflix_hours,part_time_job,attendance_percentage,sleep_hours,diet_quality,exercise_frequency,parental_education_level,internet_quality,mental_health_rating,extracurricular_participation,exam_score
S1366,22.0,Male,6.3,3.0,1.6,No,93.6,7.7,Poor,2.0,High School,Average,6.0,Yes,94.8
S1367,18.0,Male,5.8,3.2,4.1,No,90.5,7.9,Poor,6.0,Bachelor,Good,8.0,No,99.3
S1368,19.0,Female,2.8,5.0,0.0,Yes,82.4,4.2,Fair,3.0,Bachelor,Good,8.0,No,71.0
S1369,23.0,Female,1.8,1.1,0.6,Yes,95.8,7.7,Poor,6.0,Bachelor,Average,5.0,No,70.9
S1370,20.0,Male,3.7,3.1,3.4,Yes,83.7,5.5,Fair,1.0,High School,Average,5.0,Yes,59.8
S1371,24.0,Male,0.8,1.4,3.8,Yes,76.5,7.5,Good,2.0,Bachelor,Average,10.0,No,36.0
S1372,18.0,Female,4.0,3.2,1.7,No,77.4,6.4,Fair,6.0,High School,Good,3.0,No,68.4
S1373,24.0,Male,3.3,1.4,0.4,No,75.2,6.5,Poor,0.0,Bachelor,Good,7.0,Yes,72.9
S1374,17.0,Male,2.8,2.0,4.1,Yes,82.3,6.3,Fair,4.0,High School,Good,6.0,No,57.3
,,,,,,,,,,,,,,,
S1376,20.0,Female,4.3,3.7,2.5,No,76.9,5.0,Poor,3.0,,Good,4.0,No,65.7
S1377,17.0,Female,2.7,3.6,0.9,No,86.9,7.2,Good,2.0,High School,Poor,6.0,Yes,67.9
S1378,18.0,Male,1.7,1.0,1.7,No,78.4,7.8,Good,6.0,Bachelor,Good,6.0,No,63.6
S1379,17.0,Male,0.0,2.6,1.6,No,82.4,7.4,Good,5.0,High School,Average,3.0,No,32.9
S1380,24.0,Male,3.5,1.6,2.2,No,69.9,9.3,Good,0.0,Bachelor,Average,6.0,No,67.7
S1381,22.0,Female,6.2,1.0,3.4,No,82.8,5.9,Poor,4.0,Bachelor,Good,10.0,No,100.0
S1382,20.0,Male,6.0,2.2,2.8,Yes,83.1,7.6,Good,0.0,Bachelor,Average,6.0,No,96.8
S1383,21.0,Male,2.8,2.1,0.6,No,90.4,6.4,Good,2.0,High School,Poor,9.0,Yes,71.0
S1384,21.0,Female,2.6,5.4,3.3,No,87.2,8.0,Good,1.0,High School,Poor,9.0,No,59.8
S1385,24.0,Male,4.2,3.0,2.1,No,73.0,6.5,Poor,4.0,Bachelor,Poor,2.0,No,64.2
S1386,19.0,Female,2.0,0.8,2.6,No,95.8,6.0,Good,0.0,High School,Poor,4.0,No,45.2
S1387,23.0,Male,4.0,1.8,3.4,No,87.1,8.1,Good,1.0,Bachelor,Poor,9.0,Yes,82.9
S1388,17.0,Male,4.6,3.7,0.6,No,87.0,5.9,Good,3.0,High School,Average,4.0,Yes,73.2
S1389,17.0,Male,5.3,5.0,1.8,No,84.9,4.8,Poor,2.0,High School,Average,8.0,No,79.6
S1390,19.0,Female,varies,0.6,1.2,Yes,79.8,5.9,Good,2.0,High School,Good,10.0,No,73.0
S1391,19.0,Female,3.2,0.2,0.1,Yes,87.2,7.2,Good,4.0,,Average,3.0,No,72.6
S1392,24.0,Female,2.2,4.7,2.2,No,89.8,8.2,Good,0.0,High School,Poor,3.0,No,45.2
S1393,24.0,Male,2.3,3.0,4.6,No,67.5,6.6,Fair,3.0,Bachelor,Average,9.0,No,51.8
S1394,19.0,Female,3.2,1.5,0.0,No,79.6,8.1,Good,5.0,Bachelor,Good,10.0,No,92.0
S1395,20.0,Male,4.1,3.1,1.8,No,82.5,4.9,Fair,4.0,High School,Good,8.0,No,77.8
S1396,24.0,Male,4.9,0.0,2.5,Yes,87.6,6.0,Fair,5.0,Master,Average,1.0,No,97.2
S1397,22.0,Female,2.3,2.5,1.9,Yes,96.9,6.2,Fair,4.0,Bachelor,Good,10.0,Yes,71.9
S1398,24.0,Male,5.7,2.9,1.7,No,77.3,6.4,Good,0.0,Master,Good,2.0,Yes,69.1
S1399,17.0,Male,3.1,3.6,0.4,No,80.0,6.6,Poor,3.0,Bachelor,Good,3.0,Yes,59.6
S1400,24.0,Male,varies,1.3,2.1,No,79.9,7.3,Fair,0.0,Bachelor,Good,2.0,No,60.4
S1401,20.0,Male,2.4,2.6,1.0,No,77.0,6.0,Good,2.0,,Good,3.0,Yes,48.3
S1402,19.0,Male,0.0,1.4,0.0,No,81.5,6.7,Good,5.0,High School,Good,8.0,Yes,50.1
S1403,unknown,Female,4.8,2.8,3.1,No,92.7,6.4,Fair,1.0,,Good,6.0,No,74.9
S1404,24.0,Male,4.6,1.4,2.9,Yes,74.5,5.4,Good,6.0,Bachelor,Average,7.0,Yes,85.6
S1405,20.0,Female,3.1,2.0,1.9,No,89.3,6.4,Good,2.0,High School,Good,10.0,Yes,65.4
S1406,22.0,Female,3.6,1.3,2.1,No,68.0,6.3,Poor,2.0,Bachelor,Good,10.0,Yes,82.4
S1407,24.0,Male,4.3,3.3,3.0,No,79.4,6.3,Fair,5.0,High School,Poor,6.0,Yes,67.3
S1408,20.0,Male,1.2,3.5,2.0,No,81.7,6.5,Poor,4.0,Bachelor,Good,1.0,No,34.3
S1409,22.0,Male,2.7,2.2,2.8,No,100.0,6.6,Fair,2.0,High School,Average,3.0,No,53.0
S1410,19.0,Female,4.7,2.5,1.5,No,82.3,6.0,Fair,6.0,High School,Average,1.0,No,78.0
S1411,24.0,Male,1.6,0.8,3.2,Yes,63.0,8.0,Good,3.0,High School,Good,10.0,No,58.2
S1412,22.0,Female,3.9,2.1,2.2,No,65.0,5.1,Good,2.0,High School,Average,9.0,No,73.7
S1413,17.0,Male,varies,2.4,2.0,Yes,85.3,5.6,Poor,3.0,High School,Average,9.0,No,60.3
S1414,19.0,Female,4.2,5.6,0.4,No,91.1,9.8,Poor,0.0,Bachelor,Poor,5.0,Yes,78.7
S1415,17.0,Male,3.4,1.2,2.1,Yes,88.8,5.3,Fair,4.0,,Average,4.0,Yes,68.3
S1416,21.0,Male,1.1,4.3,0.9,No,86.7,4.9,Fair,3.0,High School,Average,9.0,No,49.9
S1417,18.0,Female,5.2,3.7,1.1,No,96.6,7.4,Fair,2.0,Bachelor,Average,9.0,Yes,100.0
S1418,24.0,Female,varies,2.8,0.9,No,79.6,4.0,Good,4.0,,Average,3.0,Yes,54.7
,,,,,,,,,,,,,,,
S1420,18.0,Female,3.8,2.9,4.1,Yes,68.7,9.1,Fair,4.0,Master,Good,3.0,No,70.8
S1421,18.0,Female,5.2,3.0,3.3,No,76.0,4.6,Good,3.0,,Poor,10.0,Yes,87.1
S1422,22.0,Female,2.0,2.4,3.9,No,66.9,4.1,Fair,3.0,High School,Good,2.0,Yes,29.5
S1423,19.0,Female,3.6,4.0,0.5,No,82.3,4.7,Good,1.0,High School,Poor,1.0,No,53.2
S1424,24.0,Male,4.1,3.8,1.9,Yes,84.5,7.6,Fair,1.0,Bachelor,Poor,10.0,No,73.0
S1425,unknown,Male,4.5,1.7,0.4,No,86.1,7.8,Poor,4.0,Bachelor,Poor,2.0,Yes,71.1
S1426,17.0,Male,3.8,0.9,1.0,No,85.6,5.9,Good,5.0,Bachelor,Good,8.0,No,80.9
S1427,20.0,Female,2.9,2.3,0.8,Yes,75.7,7.3,Fair,5.0,Bachelor,Good,8.0,No,75.1
S1428,17.0,Female,2.3,1.5,3.2,No,83.1,8.2,Good,1.0,High School,Average,3.0,No,52.4
S1429,20.0,Male,3.6,2.4,1.4,No,70.0,8.6,Fair,2.0,Bachelor,Average,7.0,No,67.6
S1430,17.0,Male,1.9,4.0,3.0,No,98.6,6.2,Poor,0.0,Bachelor,Average,7.0,Yes,35.7
S1431,22.0,Female,0.0,2.0,2.5,No,82.0,3.7,Poor,4.0,Bachelor,Average,2.0,No,200.0
S1432,21.0,Other,4.2,2.4,4.3,No,80.1,5.5,Fair,0.0,Master,Good,9.0,No,70.7
S1433,24.0,Female,4.9,2.6,0.2,No,100.0,6.0,Good,1.0,Bachelor,Average,3.0,Yes,89.3
S1434,20.0,Male,0.0,3.5,3.2,No,72.6,6.2,Fair,3.0,High School,Good,2.0,No,26.2
S1435,24.0,Male,2.0,0.0,3.1,No,73.7,6.3,Good,6.0,High School,Average,3.0,Yes,58.3
S1436,24.0,Male,4.4,1.8,0.7,No,74.0,7.8,Good,4.0,High School,Good,2.0,Yes,78.4
S1437,24.0,Female,6.6,2.8,2.9,No,84.3,8.0,Good,1.0,,Good,8.0,No,100.0
S1438,23.0,Male,3.5,3.9,2.2,No,89.3,6.3,Fair,2.0,Master,Average,5.0,Yes,66.8
S1439,19.0,Female,2.4,1.9,1.5,No,92.4,7.8,Good,6.0,High School,Good,3.0,No,63.8
S1440,17.0,Male,3.2,0.2,0.9,No,100.0,6.9,Fair,4.0,Bachelor,Good,5.0,No,76.1
S1441,24.0,Female,5.6,3.2,1.0,No,62.5,6.6,Fair,4.0,Bachelor,Average,8.0,No,82.7
S1442,17.0,Female,2.5,1.7,4.1,No,91.1,7.6,Poor,5.0,,Average,7.0,No,65.0
S1443,unknown,Female,2.3,1.1,1.8,Yes,79.4,6.6,Fair,3.0,Master,Good,6.0,No,66.8
S1444,20.0,Male,2.8,1.8,2.7,No,79.1,9.0,Poor,4.0,Master,Average,1.0,Yes,64.9
S1445,19.0,Male,varies,2.3,0.9,No,78.8,4.8,Good,3.0,Bachelor,Poor,10.0,No,63.1
S1446,19.0,Male,3.7,1.8,0.9,Yes,75.9,5.9,Fair,1.0,High School,Average,1.0,No,56.3
S1447,22.0,Female,5.9,0.0,3.0,No,100.0,6.3,Fair,2.0,High School,Good,1.0,Yes,93.6
S1448,23.0,Female,4.0,3.6,0.3,No,93.4,7.0,Good,6.0,High School,Good,10.0,Yes,91.9
S1449,22.0,Female,3.1,4.0,1.3,No,85.2,8.0,Fair,6.0,High School,Good,8.0,Yes,74.0
S1450,22.0,Female,3.1,3.3,1.8,No,98.5,6.5,Fair,2.0,Bachelor,Average,8.0,No,62.7
S1451,22.0,Female,1.2,1.1,1.9,No,69.9,4.8,Poor,4.0,Master,Poor,7.0,No,58.6
S1452,22.0,Male,4.8,2.3,1.6,Yes,71.7,7.5,Good,4.0,Bachelor,Good,6.0,No,89.3
S1453,22.0,Female,varies,2.5,2.2,No,63.2,7.4,Poor,1.0,Master,Good,4.0,No,63.4
S1454,unknown,Male,3.2,3.2,2.6,Yes,78.0,4.2,Fair,5.0,Bachelor,Poor,1.0,No,46.7
S1455,unknown,Male,8.3,3.3,2.6,Yes,86.6,6.5,Fair,5.0,High School,Average,9.0,No,100.0
S1456,22.0,Female,3.9,1.6,0.7,Yes,86.0,4.6,Good,5.0,Master,Poor,1.0,No,68.7
S1457,24.0,Male,2.4,2.6,1.5,No,86.5,5.7,Good,3.0,High School,Good,4.0,No,58.9
S1458,19.0,Male,2.9,3.0,3.1,No,70.9,5.4,Good,5.0,Master,Good,3.0,No,200.0
S1459,19.0,Female,5.2,4.2,2.8,Yes,93.0,7.5,Poor,2.0,High School,Good,7.0,No,77.9
S1460,18.0,Male,3.7,3.3,0.3,Yes,87.4,6.6,Fair,6.0,High School,Good,5.0,No,200.0
S1461,21.0,Female,1.3,3.4,2.2,No,92.3,5.0,Fair,6.0,Master,Poor,5.0,No,49.7
S1462,22.0,Male,4.9,2.6,0.0,Yes,66.1,7.6,Poor,3.0,Bachelor,Good,4.0,No,80.9
S1463,17.0,Male,2.5,4.2,1.9,Yes,88.1,4.8,Fair,1.0,Master,Good,1.0,No,44.5
S1464,20.0,Male,6.3,3.0,3.9,Yes,73.1,6.9,Fair,2.0,Master,Average,5.0,No,85.3
S1465,23.0,Male,5.1,1.5,0.8,No,81.0,5.5,Fair,6.0,,Good,4.0,No,83.2
S1466,24.0,Female,2.8,4.2,0.9,No,90.3,6.1,Good,2.0,Bachelor,Average,10.0,No,59.7
S1467,17.0,Male,5.4,3.3,2.6,No,85.9,7.1,Fair,6.0,High School,Good,8.0,No,98.1
S1468,21.0,Female,3.6,2.0,0.1,No,76.5,7.1,Good,0.0,Bachelor,Good,2.0,Yes,66.8
S1469,20.0,Male,4.8,1.9,1.1,No,85.1,8.1,Fair,1.0,Bachelor,Good,8.0,Yes,96.1
S1470,21.0,Female,4.2,2.9,2.5,No,69.7,6.4,Fair,1.0,High School,Good,1.0,No,60.4
S1471,24.0,Female,2.2,3.1,1.1,No,96.5,6.9,Fair,0.0,Bachelor,Poor,4.0,No,33.8
S1472,19.0,Female,varies,2.7,1.5,No,82.9,6.0,Poor,3.0,Bachelor,Average,3.0,No,56.1
,,,,,,,,,,,,,,,
S1474,19.0,Male,3.0,4.5,2.3,Yes,79.7,7.0,Fair,6.0,Bachelor,Good,5.0,No,52.6
S1475,24.0,Male,varies,3.8,2.1,No,79.8,6.4,Good,6.0,Bachelor,Good,5.0,Yes,52.1
S1476,17.0,Female,2.1,2.7,1.4,No,77.4,4.3,Good,5.0,Master,Good,4.0,Yes,39.9
S1477,unknown,Male,4.1,3.6,2.2,No,93.8,6.9,Poor,5.0,High School,Poor,8.0,No,84.0
S1478,17.0,Female,6.6,1.3,1.7,No,77.9,6.9,Good,5.0,High School,Good,3.0,Yes,97.7
S1479,20.0,Female,varies,3.0,2.3,No,91.4,5.7,Good,5.0,Bachelor,Good,4.0,No,43.3
S1480,20.0,Male,3.5,4.7,1.3,Yes,81.2,5.0,Good,5.0,,Good,1.0,No,55.9
S1481,22.0,Female,varies,2.2,1.6,No,65.2,8.3,Good,0.0,Master,Poor,7.0,No,84.6
S1482,21.0,Male,3.4,1.5,0.7,No,79.3,7.1,Fair,1.0,,Poor,1.0,No,67.0
S1483,22.0,Male,4.2,1.7,1.8,No,73.2,6.2,Fair,3.0,Bachelor,Poor,2.0,No,76.0
S1484,21.0,Female,1.9,1.2,0.9,No,85.3,5.1,Fair,2.0,Bachelor,Good,7.0,Yes,56.9
S1485,22.0,Female,4.1,1.6,0.6,No,73.1,5.5,Fair,5.0,High School,Good,1.0,No,77.5
S1486,19.0,Female,3.2,2.1,2.1,No,94.3,8.1,Fair,0.0,,Good,3.0,No,69.4
S1487,20.0,Male,5.0,0.8,2.0,No,84.1,6.7,Fair,6.0,Bachelor,Average,6.0,Yes,94.6
,,,,,,,,,,,,,,,
S1489,21.0,Female,7.4,3.6,1.3,No,91.6,7.1,Good,3.0,High School,Good,6.0,Yes,100.0
S1490,24.0,Female,4.4,1.4,2.2,No,94.6,5.5,Good,3.0,Master,Good,2.0,Yes,63.6
S1491,21.0,Female,4.0,4.3,2.4,No,84.8,8.3,Good,0.0,High School,Good,2.0,No,53.0
S1492,17.0,Male,varies,3.1,2.3,No,77.3,8.1,Good,2.0,High School,Good,6.0,No,67.8
